CustomerID,Age,Gender,Country,SubscriptionType,TenureMonths,MonthlySpend,NumLoginsPerWeek,SupportTickets,FeatureUsageRate,HasDiscount,AutoRenew,LastLoginDaysAgo,Churn
799,22,Female,USA,Standard,11,85.79,16,1,0.28,Yes,Yes,8,No
800,39,Male,UK,Premium,3,179.22,22,2,0.58,No,No,4,Yes
801,30,Female,India,Standard,3,57.07,18,1,0.47,No,Yes,4,No
802,64,Male,Canada,Basic,8,37.6,3,1,0.76,No,Yes,0,No
803,63,Female,Australia,Standard,6,74.99,8,1,0.36,Yes,Yes,3,No
804,46,Male,Canada,Standard,6,58.45,16,1,0.96,No,Yes,1,Yes
805,33,Male,Germany,Basic,3,26.21,2,1,0.47,Yes,Yes,8,No
806,53,Male,Canada,Standard,6,79.78,11,1,0.21,No,No,10,No
807,34,Female,Germany,Premium,60,145.27,24,1,0.79,No,No,26,No
808,37,Male,USA,Premium,4,155.25,16,1,0.87,No,No,12,No
809,31,Male,Australia,Standard,11,67.62,17,1,0.79,No,Yes,13,Yes
810,23,Female,Canada,Basic,23,33.77,9,2,0.74,No,Yes,1,No
811,39,Female,Germany,Enterprise,24,298.36,8,1,0.59,No,No,6,Yes
812,57,Female,Canada,Premium,26,103.51,23,1,0.47,Yes,Yes,23,No
813,26,Male,Germany,Basic,3,15.6,5,0,0.69,No,Yes,13,Yes
814,49,Male,Australia,Premium,14,126.62,18,1,0.39,No,Yes,7,Yes
815,41,Female,Australia,Premium,13,155.13,13,0,0.38,No,Yes,8,No
816,50,Male,India,Standard,11,58.01,11,1,0.52,Yes,Yes,1,No
817,30,Female,Germany,Standard,6,55.9,10,2,0.96,Yes,Yes,0,No
818,52,Female,UK,Basic,1,35.31,8,1,0.83,No,Yes,2,No
819,23,Male,USA,Basic,13,31.73,11,2,0.52,No,Yes,5,No
820,57,Male,India,Basic,6,31.06,11,4,0.91,No,Yes,4,No
821,47,Male,USA,Premium,1,140.03,25,2,0.7,No,Yes,18,No
822,55,Female,India,Basic,4,21.94,10,0,0.38,No,Yes,2,Yes
823,33,Male,Canada,Basic,10,23.56,11,1,0.69,No,Yes,21,No
824,18,Female,Germany,Basic,14,29.03,9,3,0.36,Yes,Yes,18,Yes
825,59,Male,Canada,Standard,34,73.12,22,0,0.43,No,Yes,2,No
826,35,Male,USA,Premium,33,177.18,34,0,0.43,No,No,16,No
827,39,Male,Australia,Basic,1,27.06,17,1,0.96,No,Yes,5,No
828,43,Female,USA,Basic,1,34.2,10,0,0.51,No,Yes,1,No
829,31,Male,India,Standard,22,83.51,8,1,0.4,No,No,14,No
830,54,Male,USA,Standard,1,85.24,8,0,0.42,No,Yes,23,No
831,31,Female,Germany,Basic,2,31.95,10,2,0.49,Yes,Yes,49,No
832,43,Male,USA,Standard,8,77.58,14,2,0.88,No,Yes,11,Yes
833,53,Female,Canada,Basic,4,23.88,10,3,0.25,No,No,12,No
834,40,Female,Australia,Basic,1,15.78,13,4,0.7,Yes,Yes,9,No
835,19,Other,Germany,Standard,12,83.63,15,1,0.81,No,No,5,No
836,56,Female,USA,Basic,1,24.17,14,1,0.42,Yes,Yes,2,Yes
837,24,Female,UK,Premium,6,176.33,13,3,0.53,Yes,Yes,5,No
838,56,Male,UK,Basic,2,38.06,7,0,0.6,No,Yes,6,Yes
839,62,Male,Australia,Standard,8,87.23,14,1,0.57,No,Yes,19,No
840,39,Male,Canada,Standard,1,79.93,15,2,0.81,No,Yes,2,No
841,45,Female,India,Basic,23,28.56,10,1,0.58,Yes,No,3,No
842,55,Male,India,Standard,11,55.65,13,1,0.31,No,Yes,53,No
843,37,Female,Australia,Basic,1,20.22,10,2,0.97,No,Yes,1,No
844,35,Male,USA,Enterprise,39,207.87,23,1,0.8,No,Yes,39,Yes
845,41,Female,Germany,Basic,9,22.53,10,1,0.73,No,Yes,2,Yes
846,50,Male,Australia,Basic,6,29.99,5,2,0.77,No,Yes,11,No
847,62,Male,India,Basic,1,31.56,4,3,0.42,No,Yes,7,Yes
848,43,Female,UK,Enterprise,6,268.81,30,4,0.54,No,No,7,No
849,36,Female,India,Standard,2,79.94,6,1,0.48,No,Yes,18,Yes
850,59,Male,UK,Standard,4,85.27,11,1,0.87,No,Yes,16,No
851,30,Female,India,Basic,22,17.19,9,1,0.98,No,Yes,42,Yes
852,27,Male,Canada,Standard,7,78.53,7,0,0.66,No,Yes,19,No
853,31,Female,Australia,Basic,10,24.45,2,1,0.51,Yes,No,14,Yes
854,26,Female,Germany,Premium,2,157.52,22,0,0.45,Yes,Yes,2,No
855,28,Male,Australia,Basic,7,23.11,3,3,0.8,No,Yes,9,No
856,20,Female,USA,Basic,4,15.64,11,3,0.57,No,Yes,10,No
857,57,Male,UK,Basic,4,27.96,8,2,0.86,No,Yes,15,No
858,29,Female,India,Standard,9,51.23,14,3,0.83,No,Yes,6,Yes
859,52,Male,USA,Standard,33,86.97,3,1,0.38,No,Yes,2,Yes
860,56,Male,UK,Basic,1,29.54,7,2,0.5,No,Yes,31,Yes
861,63,Female,Australia,Premium,19,152.18,15,2,0.14,No,Yes,0,No
862,56,Male,UK,Standard,20,50.03,6,0,0.74,No,Yes,2,Yes
863,49,Other,Canada,Standard,44,60.54,11,3,0.84,No,No,9,Yes
864,56,Male,India,Basic,1,18.08,5,5,0.47,No,Yes,32,No
865,31,Male,Australia,Basic,42,17.67,5,1,0.34,Yes,No,1,Yes
866,61,Female,USA,Standard,20,84.18,12,1,0.2,No,Yes,20,No
867,18,Male,India,Basic,2,27.9,2,3,0.95,No,Yes,5,No
868,44,Male,Australia,Basic,2,38.51,6,3,0.67,Yes,Yes,1,No
869,54,Male,India,Premium,56,130.49,6,2,0.92,No,Yes,33,No
870,60,Other,Germany,Premium,12,158.21,23,2,0.41,No,No,53,No
871,18,Female,UK,Basic,6,17.38,10,0,0.85,No,Yes,2,Yes
872,62,Male,UK,Basic,2,25.34,0,2,0.91,Yes,Yes,33,No
873,46,Male,Germany,Standard,3,77.67,25,1,0.76,No,No,15,Yes
874,41,Male,Germany,Basic,4,36.73,4,1,0.6,No,Yes,3,No
875,34,Female,India,Basic,8,26.62,5,0,0.74,No,Yes,16,No
876,52,Other,UK,Basic,17,30.36,7,0,0.88,No,Yes,25,No
877,48,Female,USA,Standard,28,50.55,8,2,0.23,No,No,10,No
878,59,Male,Canada,Standard,5,77.92,13,1,0.89,No,No,36,Yes
879,49,Female,Australia,Basic,15,25.53,7,1,0.48,No,No,11,No
880,36,Other,Germany,Basic,5,20.78,0,0,0.3,No,Yes,3,Yes
881,48,Female,USA,Basic,1,39.33,2,1,0.22,Yes,Yes,18,No
882,56,Female,USA,Standard,3,63.83,19,2,0.34,No,Yes,16,No
883,37,Male,India,Basic,4,28.59,8,0,0.39,Yes,Yes,15,No
884,45,Female,Germany,Basic,10,24.68,11,3,0.07,No,Yes,31,No
885,20,Female,USA,Premium,25,171.03,30,2,0.67,Yes,No,11,No
886,49,Female,Canada,Basic,1,35.57,0,3,0.51,No,Yes,18,No
887,39,Female,USA,Standard,3,66.01,5,2,0.53,No,Yes,46,No
888,61,Male,Canada,Basic,1,27.59,4,1,0.36,No,Yes,2,Yes
889,59,Male,Canada,Basic,16,36.22,6,1,0.19,Yes,No,7,Yes
890,61,Female,Canada,Basic,12,27.26,0,1,0.46,No,Yes,3,Yes
891,32,Male,Germany,Standard,4,58.85,14,2,0.88,Yes,No,5,No
892,55,Other,Canada,Premium,7,164.25,23,2,0.48,No,No,10,Yes
893,36,Female,Germany,Premium,1,139.38,15,1,0.35,No,Yes,28,No
894,48,Male,USA,Basic,21,25.32,13,3,0.29,No,Yes,7,No
895,43,Female,Canada,Standard,12,54.85,17,1,0.78,No,No,12,No
896,22,Female,UK,Basic,1,25.27,3,2,0.74,Yes,Yes,25,No
897,37,Male,USA,Basic,10,16.99,4,0,0.49,Yes,No,39,Yes
898,19,Male,Australia,Premium,60,120.85,21,1,0.9,No,Yes,6,No
899,38,Female,UK,Basic,19,19.22,9,2,0.99,No,Yes,2,Yes
900,53,Female,UK,Basic,17,34.23,9,1,0.43,Yes,Yes,13,No
901,45,Female,India,Basic,9,18.05,3,0,0.6,No,Yes,33,Yes
902,37,Female,Germany,Basic,7,29.63,4,4,0.55,No,Yes,4,Yes
903,54,Male,India,Basic,4,31.03,0,3,0.6,No,No,10,No
904,56,Female,Germany,Standard,37,56.56,11,1,0.58,No,No,9,No
905,53,Male,India,Basic,4,33.22,9,2,0.76,Yes,Yes,39,Yes
906,28,Male,USA,Premium,60,122.31,12,1,0.77,No,No,9,No
907,20,Male,UK,Premium,60,104.57,18,2,0.55,No,Yes,11,No
908,54,Male,USA,Basic,22,28.25,5,1,0.24,No,Yes,2,Yes
909,37,Female,Germany,Basic,11,15.96,6,3,0.2,No,Yes,9,No
910,49,Male,UK,Basic,21,22.87,9,2,0.39,No,Yes,6,No
911,64,Male,UK,Standard,2,51.24,25,2,0.89,Yes,Yes,3,Yes
912,42,Male,Germany,Basic,3,15.82,4,3,1.0,Yes,No,10,No
913,38,Female,USA,Standard,8,86.23,8,0,0.28,No,Yes,22,Yes
914,33,Male,UK,Basic,7,18.84,9,0,0.19,No,Yes,2,Yes
915,59,Male,Australia,Standard,40,78.37,18,1,0.41,No,Yes,2,Yes
916,18,Female,USA,Basic,2,20.28,11,2,0.91,No,Yes,1,Yes
917,40,Male,USA,Basic,11,34.55,6,1,0.75,Yes,Yes,21,Yes
918,60,Male,USA,Premium,36,136.26,9,0,0.17,No,Yes,23,Yes
919,41,Female,UK,Premium,37,118.27,20,4,0.68,No,Yes,32,No
920,64,Male,Canada,Basic,3,22.87,11,2,0.74,No,Yes,49,No
921,42,Male,India,Premium,2,136.43,12,1,0.51,No,Yes,7,No
922,24,Female,Germany,Standard,38,54.18,10,2,0.5,No,No,6,No
923,55,Female,USA,Premium,30,173.81,14,3,0.66,Yes,No,71,Yes
924,64,Female,UK,Premium,20,129.1,19,1,0.52,No,No,2,No
925,64,Male,Germany,Basic,14,15.99,11,1,0.27,Yes,No,0,Yes
926,56,Female,Canada,Basic,18,26.2,3,0,0.6,No,Yes,7,No
927,52,Female,Australia,Basic,10,34.31,10,1,0.31,No,Yes,1,No
928,31,Male,Canada,Standard,10,74.71,8,3,0.57,Yes,Yes,7,No
929,26,Male,UK,Standard,9,83.67,13,3,0.11,Yes,No,7,No
930,20,Female,USA,Basic,16,25.26,11,0,0.42,No,Yes,15,Yes
931,55,Male,Canada,Basic,2,20.69,12,3,0.66,No,Yes,20,No
932,37,Male,Canada,Premium,17,164.49,15,2,0.44,No,No,15,No
933,58,Male,Canada,Enterprise,15,210.93,11,3,0.82,Yes,Yes,18,No
934,50,Male,Australia,Standard,25,53.96,17,1,0.84,No,Yes,6,No
935,58,Male,UK,Basic,3,39.33,6,1,0.21,No,Yes,9,Yes
936,61,Male,Germany,Basic,38,21.71,11,2,0.01,No,Yes,18,No
937,49,Male,India,Basic,1,17.52,6,2,0.85,No,No,2,No
938,53,Female,UK,Premium,29,102.49,28,1,0.91,No,Yes,18,No
939,43,Male,USA,Basic,20,24.94,11,4,0.85,Yes,Yes,45,Yes
940,22,Male,UK,Standard,6,59.38,17,1,0.5,Yes,Yes,2,No
941,47,Female,UK,Basic,6,21.43,16,2,0.29,No,No,7,Yes
942,34,Female,Australia,Standard,47,56.79,18,2,0.77,No,Yes,13,No
943,23,Male,India,Standard,53,63.33,13,3,0.19,No,No,18,No
944,32,Male,India,Premium,14,145.65,15,2,0.27,No,No,4,Yes
945,18,Female,India,Basic,5,32.15,14,0,0.73,No,No,13,No
946,30,Female,Germany,Basic,17,21.25,5,3,0.38,No,Yes,41,No
947,51,Male,UK,Basic,9,27.15,0,1,0.48,No,Yes,6,Yes
948,47,Male,Australia,Premium,9,111.35,25,2,0.54,No,Yes,12,No
949,36,Female,USA,Premium,5,152.86,19,3,0.66,Yes,Yes,14,No
950,19,Male,India,Standard,48,79.19,10,3,0.88,No,Yes,32,Yes
951,61,Female,India,Standard,1,89.04,24,4,0.49,No,No,5,Yes
952,29,Female,UK,Standard,12,86.21,7,1,0.88,No,Yes,30,No
953,57,Male,USA,Basic,1,29.62,6,2,0.4,No,No,16,Yes
954,61,Male,Australia,Premium,40,179.06,9,4,0.18,No,Yes,18,No
955,41,Female,India,Basic,4,27.37,2,4,0.1,No,Yes,1,Yes
956,28,Female,UK,Basic,13,34.26,9,2,0.66,No,Yes,6,Yes
957,19,Female,Canada,Standard,11,61.22,9,0,0.63,Yes,Yes,1,No
958,18,Female,Australia,Basic,13,21.05,14,1,0.69,No,Yes,12,No
959,45,Male,Germany,Basic,1,30.72,0,1,0.17,No,No,27,No
960,21,Female,Australia,Standard,2,76.2,15,1,0.13,No,Yes,7,No
961,58,Female,UK,Basic,3,30.21,10,3,0.35,No,No,3,No
962,47,Female,India,Standard,56,64.94,10,2,0.95,No,Yes,5,No
963,24,Male,Australia,Basic,11,39.1,7,2,0.73,No,No,12,No
964,39,Female,USA,Basic,7,22.2,5,2,0.89,No,Yes,21,No
965,43,Female,Canada,Basic,1,24.35,11,2,0.47,No,Yes,17,No
966,46,Female,USA,Basic,30,15.56,13,0,0.33,No,Yes,42,Yes
967,42,Female,USA,Standard,5,60.09,12,0,0.4,No,Yes,32,Yes
968,27,Male,USA,Basic,7,35.6,10,2,0.97,No,No,1,No
969,37,Male,UK,Standard,1,65.4,16,1,0.88,No,Yes,18,No
970,31,Female,UK,Standard,8,81.33,9,1,0.89,No,Yes,7,No
971,50,Female,Australia,Standard,52,69.24,12,1,0.91,No,Yes,6,Yes
972,22,Male,Germany,Premium,11,129.06,11,2,0.9,No,Yes,9,No
973,62,Male,Canada,Standard,1,57.79,10,1,0.67,No,No,21,No
974,23,Female,Australia,Basic,16,35.06,15,1,0.79,No,Yes,8,No
975,39,Female,USA,Basic,6,22.2,11,0,0.86,No,Yes,25,Yes
976,34,Female,Australia,Basic,2,33.26,2,1,0.28,No,Yes,9,No
977,32,Male,India,Standard,1,87.45,11,2,0.26,No,Yes,0,No
978,56,Female,Australia,Basic,7,24.12,5,0,0.59,No,Yes,14,Yes
979,57,Female,Australia,Standard,33,58.29,5,1,0.41,No,Yes,22,No
980,45,Female,USA,Standard,7,62.67,8,0,0.36,No,Yes,5,Yes
981,19,Male,Australia,Basic,11,16.65,10,0,0.44,No,Yes,3,No
982,35,Female,Canada,Premium,5,132.59,7,0,0.42,No,Yes,15,Yes
983,44,Male,USA,Basic,27,21.38,14,3,0.77,No,No,6,No
984,38,Male,UK,Basic,1,16.46,3,2,0.51,Yes,Yes,35,No
985,40,Female,UK,Standard,5,80.43,12,4,0.44,No,No,21,No
986,24,Male,Australia,Standard,1,72.31,12,2,0.88,No,Yes,9,No
987,36,Male,Australia,Standard,7,62.53,28,3,0.77,No,Yes,55,No
988,26,Male,Canada,Basic,3,33.34,9,1,0.77,No,Yes,6,Yes
989,29,Female,Germany,Basic,20,28.78,6,2,0.61,No,Yes,8,Yes
990,63,Male,USA,Premium,10,110.06,22,2,0.86,No,No,15,No
991,47,Female,Canada,Premium,21,136.15,9,0,0.13,No,Yes,10,Yes
992,24,Female,Australia,Standard,25,73.62,14,2,0.4,Yes,Yes,6,No
993,19,Female,Australia,Basic,1,34.82,15,2,0.06,No,Yes,8,No
994,34,Male,Australia,Standard,15,56.11,16,1,0.45,No,Yes,29,No
995,28,Female,Australia,Basic,12,31.74,1,2,0.28,No,No,3,Yes
996,29,Male,India,Basic,2,29.77,4,2,0.91,No,No,5,No
997,20,Male,Australia,Premium,58,168.79,10,1,0.92,No,No,3,No
998,38,Female,Australia,Basic,2,39.53,15,2,0.86,No,No,10,No
999,31,Other,India,Enterprise,34,202.2,26,1,0.93,No,Yes,2,No
1000,32,Male,Germany,Basic,16,15.35,5,0,0.75,No,Yes,2,Yes
1001,59,Female,UK,Basic,10,32.4,13,3,0.25,No,No,26,No
1002,58,Female,Australia,Standard,6,54.32,6,2,0.89,No,Yes,18,No
1003,27,Female,Australia,Premium,1,159.38,21,1,0.76,No,No,3,No
1004,53,Male,Canada,Standard,11,66.9,26,1,0.77,No,Yes,7,No
1005,27,Female,USA,Premium,12,167.78,23,2,0.62,No,Yes,37,No
1006,34,Male,Canada,Standard,9,50.72,5,0,0.54,No,Yes,30,Yes
1007,61,Female,Australia,Standard,1,77.73,16,3,0.91,No,Yes,15,No
1008,42,Male,Germany,Premium,1,115.15,18,1,0.18,No,Yes,5,Yes
1009,44,Female,Canada,Basic,14,31.11,9,1,0.62,No,No,7,No
1010,50,Female,Germany,Standard,1,83.14,19,1,0.44,No,Yes,15,Yes
1011,28,Other,Germany,Basic,15,20.37,11,1,0.49,No,No,12,No
1012,30,Female,Australia,Enterprise,1,220.11,13,1,0.85,No,Yes,12,No
1013,18,Male,Germany,Premium,4,140.68,12,1,0.24,No,Yes,8,Yes
1014,48,Male,Canada,Basic,6,21.77,0,1,0.97,Yes,Yes,1,Yes
1015,50,Female,India,Standard,1,61.95,6,0,0.51,No,Yes,1,No
1016,38,Female,USA,Premium,48,159.74,27,1,0.9,No,Yes,27,Yes
1017,33,Male,Germany,Basic,19,32.41,3,1,0.42,Yes,Yes,32,No
1018,56,Male,Australia,Standard,3,67.65,13,1,0.96,No,Yes,33,Yes
1019,40,Female,UK,Premium,1,172.25,17,4,0.76,Yes,No,9,No
1020,27,Female,Germany,Basic,19,26.61,8,2,0.96,No,Yes,41,No
1021,50,Male,Canada,Standard,21,67.27,20,3,0.11,No,Yes,27,No
1022,39,Male,Germany,Basic,15,26.56,9,3,0.75,No,No,7,No
1023,58,Female,UK,Premium,60,162.81,0,2,0.48,Yes,Yes,3,No
1024,23,Female,India,Enterprise,60,255.45,13,0,0.12,No,No,19,No
1025,64,Female,Canada,Premium,4,160.24,21,0,0.88,No,Yes,19,No
1026,53,Female,Canada,Standard,26,51.31,13,2,0.23,Yes,No,33,No
1027,64,Female,Australia,Premium,15,103.94,24,0,0.7,No,Yes,0,No
1028,27,Female,Canada,Premium,45,143.87,20,1,0.68,Yes,Yes,6,Yes
1029,33,Female,UK,Basic,2,28.27,3,1,0.31,Yes,No,0,No
1030,30,Female,Canada,Premium,1,112.68,12,1,0.31,Yes,Yes,3,No
1031,37,Female,India,Basic,16,26.33,6,0,0.69,Yes,Yes,7,No
1032,21,Male,USA,Standard,11,80.54,11,1,0.31,No,Yes,1,No
1033,37,Male,USA,Basic,5,17.83,10,2,0.53,No,No,25,No
1034,39,Female,Germany,Basic,1,25.93,13,1,0.84,No,Yes,3,Yes
1035,46,Male,USA,Basic,5,24.7,10,2,0.58,No,Yes,7,Yes
1036,33,Male,UK,Standard,2,59.07,21,3,0.45,No,Yes,24,No
1037,60,Female,USA,Basic,8,19.27,10,2,0.75,No,Yes,1,No
1038,64,Female,UK,Standard,17,84.1,0,4,0.11,Yes,No,14,No
1039,60,Male,UK,Basic,2,23.33,9,1,0.65,Yes,Yes,42,No
1040,40,Male,Germany,Basic,9,17.25,7,2,0.5,No,Yes,9,No
1041,47,Male,USA,Standard,14,78.16,18,1,0.71,No,Yes,4,No
1042,47,Male,Germany,Premium,21,135.99,22,1,0.52,No,Yes,43,No
1043,60,Female,Canada,Basic,19,38.29,7,2,0.4,Yes,Yes,0,Yes
1044,20,Female,India,Standard,14,71.54,17,0,0.45,No,Yes,5,Yes
1045,41,Other,USA,Premium,14,130.4,18,1,0.52,No,Yes,25,Yes
1046,54,Male,Canada,Standard,9,89.23,5,4,0.6,No,Yes,2,No
1047,30,Male,Australia,Basic,4,16.2,3,1,0.55,No,No,1,No
1048,59,Female,Canada,Basic,14,29.27,7,5,0.76,Yes,Yes,9,Yes
1049,49,Male,Germany,Premium,34,120.29,19,0,0.47,No,No,6,No
1050,54,Male,Germany,Basic,2,15.29,3,2,0.93,No,Yes,23,Yes
1051,29,Other,India,Premium,3,178.87,13,3,0.92,No,Yes,6,No
1052,25,Female,India,Standard,5,55.21,12,0,0.92,Yes,Yes,16,No
1053,41,Female,India,Premium,5,168.99,13,2,0.98,Yes,Yes,12,No
1054,61,Female,India,Premium,60,119.74,18,2,0.99,No,Yes,13,No
1055,33,Male,Germany,Enterprise,21,241.39,22,0,0.33,No,No,10,No
1056,49,Other,UK,Basic,3,20.17,7,3,0.76,Yes,No,2,No
1057,51,Female,Germany,Premium,25,155.13,10,1,0.38,Yes,Yes,0,No
1058,52,Male,UK,Basic,8,36.47,6,1,0.3,No,No,11,No
1059,49,Male,Germany,Standard,1,54.6,17,3,0.66,No,Yes,15,No
1060,34,Female,Australia,Standard,18,67.66,19,2,0.15,No,Yes,19,No
1061,19,Male,Germany,Premium,60,130.56,20,0,0.57,No,No,19,No
1062,43,Female,India,Enterprise,60,233.0,14,2,0.61,Yes,Yes,20,No
1063,61,Other,UK,Premium,60,164.28,16,1,0.72,No,No,0,Yes
1064,34,Female,Canada,Basic,54,21.32,9,0,0.79,Yes,No,3,No
1065,55,Female,Australia,Basic,5,15.38,0,1,0.64,No,Yes,19,Yes
1066,19,Male,Canada,Standard,3,61.28,14,1,0.1,No,No,1,No
1067,25,Male,Australia,Basic,5,32.62,8,0,0.82,Yes,No,3,No
1068,63,Female,Canada,Basic,1,31.25,7,0,0.21,No,Yes,16,No
1069,23,Male,India,Basic,10,38.3,8,2,0.51,No,Yes,24,Yes
1070,26,Female,Canada,Basic,12,34.14,7,0,0.15,No,Yes,2,Yes
1071,18,Male,Germany,Basic,1,19.53,1,1,0.7,No,Yes,12,Yes
1072,22,Male,India,Basic,16,18.38,8,2,0.38,No,Yes,3,No
1073,56,Male,Canada,Basic,6,22.9,2,0,0.82,No,Yes,3,No
1074,26,Female,India,Basic,5,22.73,8,2,0.38,No,Yes,9,No
1075,31,Male,Germany,Enterprise,11,228.79,28,0,0.57,Yes,Yes,16,No
1076,44,Male,India,Basic,2,31.29,8,1,0.69,No,Yes,12,No
1077,26,Male,Canada,Basic,12,21.31,3,0,0.44,Yes,Yes,1,Yes
1078,53,Male,India,Standard,49,86.93,19,0,0.96,Yes,Yes,5,No
1079,46,Female,Australia,Basic,6,25.61,7,0,0.58,Yes,Yes,41,Yes
1080,37,Female,USA,Premium,4,134.11,25,1,0.24,No,Yes,14,No
1081,32,Male,Canada,Premium,18,162.51,17,2,0.4,No,No,16,No
1082,53,Male,Germany,Basic,11,30.88,6,4,0.7,No,Yes,3,No
1083,20,Other,UK,Basic,24,34.68,8,2,0.44,Yes,Yes,47,No
1084,40,Female,India,Premium,18,125.91,15,1,0.35,No,Yes,3,No
1085,63,Male,Australia,Premium,3,170.25,17,0,0.48,Yes,Yes,4,No
1086,26,Male,India,Standard,14,76.97,19,0,0.91,No,No,10,Yes
1087,47,Male,Canada,Standard,26,70.55,8,0,0.28,No,Yes,10,Yes
1088,36,Male,Australia,Basic,16,24.34,14,1,0.38,No,No,0,No
1089,55,Female,Canada,Enterprise,17,241.32,24,3,0.8,No,Yes,20,Yes
1090,20,Male,USA,Basic,5,31.99,5,2,0.09,No,Yes,1,No
1091,20,Female,Germany,Premium,1,166.26,26,1,0.81,No,Yes,0,No
1092,51,Male,Australia,Standard,2,85.9,16,1,0.75,No,No,10,No
1093,19,Male,Australia,Standard,17,71.68,13,3,0.63,No,Yes,0,No
1094,44,Female,India,Standard,40,86.0,19,3,0.53,No,No,3,No
1095,40,Male,India,Basic,5,24.69,5,0,0.56,Yes,Yes,7,No
1096,59,Female,UK,Basic,3,21.71,1,1,0.48,No,No,13,No
1097,49,Female,Australia,Basic,19,19.32,8,3,0.72,No,Yes,22,No
1098,64,Female,India,Basic,4,16.54,6,2,0.29,No,Yes,5,No
1099,52,Male,India,Premium,7,117.72,20,3,0.44,No,Yes,9,No
1100,57,Male,USA,Basic,6,26.76,9,0,0.22,No,No,46,No
1101,35,Female,UK,Basic,20,31.77,8,4,0.58,No,Yes,7,No
1102,44,Male,India,Enterprise,60,200.95,34,2,0.52,Yes,Yes,18,No
1103,28,Male,India,Premium,12,143.43,19,1,0.43,No,Yes,4,Yes
1104,56,Male,Germany,Premium,18,127.82,20,4,0.37,No,Yes,14,No
1105,36,Female,Australia,Enterprise,26,271.42,14,1,0.46,No,Yes,24,No
1106,42,Male,India,Basic,19,18.87,15,1,0.89,No,Yes,36,No
1107,24,Female,USA,Basic,6,21.25,14,0,0.62,No,Yes,41,No
1108,48,Female,India,Premium,24,170.2,13,1,0.27,No,No,5,Yes
1109,19,Male,Australia,Standard,8,88.02,12,0,0.16,No,No,3,No
1110,55,Female,India,Basic,31,17.44,6,1,0.61,No,Yes,25,No
1111,22,Male,Canada,Premium,1,167.87,18,0,0.82,No,No,14,Yes
1112,31,Male,India,Basic,1,30.11,2,1,0.64,No,No,8,No
1113,35,Male,UK,Basic,3,32.17,6,1,0.59,Yes,Yes,0,No
1114,53,Female,Australia,Standard,17,58.86,17,1,0.64,No,Yes,5,No
1115,21,Male,Australia,Standard,1,82.36,5,0,0.47,No,No,1,No
1116,41,Male,Canada,Standard,25,68.28,10,2,0.63,No,Yes,10,Yes
1117,30,Female,UK,Basic,9,25.63,12,2,0.82,No,Yes,26,No
1118,38,Male,UK,Premium,7,121.2,20,1,0.37,Yes,Yes,5,No
1119,50,Female,Australia,Basic,7,17.28,0,2,0.37,Yes,No,6,No
1120,37,Male,USA,Basic,12,20.34,0,0,0.56,No,Yes,22,No
1121,22,Female,India,Premium,5,146.71,9,4,0.42,Yes,No,9,No
1122,41,Female,UK,Enterprise,16,244.89,18,1,0.91,No,Yes,16,Yes
1123,52,Female,India,Premium,18,170.43,15,2,0.62,No,Yes,3,No
1124,47,Other,India,Premium,13,132.97,15,2,0.52,No,Yes,4,No
1125,45,Female,USA,Standard,1,72.35,28,2,0.86,No,Yes,15,No
1126,62,Male,USA,Standard,19,57.1,13,2,0.85,No,No,1,No
1127,24,Female,UK,Basic,2,20.35,7,1,0.47,No,No,2,No
1128,59,Female,UK,Basic,1,23.14,3,0,0.74,No,Yes,5,Yes
1129,52,Male,Australia,Basic,1,18.6,9,0,0.42,No,No,2,No
1130,47,Female,Canada,Basic,1,35.2,15,1,0.67,Yes,Yes,55,No
1131,51,Male,India,Standard,3,73.42,5,2,0.86,No,Yes,4,No
1132,56,Male,Australia,Standard,6,53.48,19,0,0.33,Yes,No,46,No
1133,26,Male,India,Basic,2,31.46,6,1,0.23,No,Yes,28,Yes
1134,29,Female,USA,Basic,3,15.3,2,1,0.27,No,Yes,6,No
1135,46,Female,USA,Standard,11,73.58,16,0,0.86,Yes,Yes,11,No
1136,27,Female,Australia,Basic,6,29.34,8,1,0.69,No,Yes,6,Yes
1137,44,Male,UK,Premium,60,118.98,14,0,0.28,No,Yes,18,No
1138,36,Female,Canada,Standard,4,70.18,18,1,0.38,No,Yes,6,No
1139,30,Female,Canada,Standard,21,78.94,10,6,0.42,No,Yes,9,No
1140,59,Male,USA,Standard,26,61.58,14,1,0.45,Yes,No,19,No
1141,54,Female,USA,Premium,26,167.62,23,2,0.81,Yes,No,8,Yes
1142,49,Male,Canada,Basic,7,32.29,7,0,0.29,No,Yes,17,Yes
1143,32,Male,Canada,Standard,34,80.15,4,4,0.48,No,Yes,6,No
1144,38,Female,UK,Standard,3,65.54,13,0,0.26,No,Yes,7,No
1145,20,Male,Canada,Basic,20,20.37,5,2,0.47,No,Yes,5,No
1146,25,Female,India,Premium,10,122.73,27,0,0.64,Yes,Yes,68,Yes
1147,23,Female,Canada,Premium,4,136.33,12,0,0.87,Yes,Yes,10,No
1148,46,Male,Germany,Standard,7,89.28,18,1,0.5,No,Yes,3,No
1149,36,Male,Canada,Premium,11,133.5,28,3,0.54,Yes,No,12,No
1150,34,Female,USA,Premium,13,104.31,27,2,0.44,No,No,9,No
1151,27,Male,USA,Standard,11,54.15,8,1,0.47,No,No,22,No
